Kennzeichen;Identnummer;Bankleitzahl;Institutsart;Sektor;Firmenbuchnummer;Bankenname;Stra�e;PLZ;Ort;Postadresse / Stra�e;Postadresse / PLZ;Postadresse / Ort;Postfach;Bundesland;Telefon;Fax;E-Mail;SWIFT-Code;Homepage;Gr�ndungsdatum;LEI
;57193;16370;;Aktienbanken;32942w;Bank f�r Tirol und Vorarlberg Aktiengesellschaft;Stadtforum 1;6020;Innsbruck;Stadtforum 1;6020;Innsbruck;;Tirol;0505333-0;0505333/1662;info@btv.at;BTVAAT22XXX;www.btv.at;08.04.1904;5299003ATVTQVPTW4735
;57193;16380;;Aktienbanken;32942w;Bank f�r Tirol und Vorarlberg Aktiengesellschaft;Stadtforum 1;6020;Innsbruck;Stadtforum 1;6020;Innsbruck;;Tirol;0505333-0;0505333/1662;info@btv.at;BTVAAT22XXX;www.btv.at;08.04.1904;5299003ATVTQVPTW4735
;57193;16390;;Aktienbanken;32942w;Bank f�r Tirol und Vorarlberg Aktiengesellschaft;Stadtforum 1;6020;Innsbruck;Stadtforum 1;6020;Innsbruck;;Tirol;0505333-0;0505333/1662;info@btv.at;BTVAAT22XXX;www.btv.at;08.04.1904;5299003ATVTQVPTW4735
;57193;16400;;Aktienbanken;32942w;Bank f�r Tirol und Vorarlberg Aktiengesellschaft;Stadtforum 1;6020;Innsbruck;Stadtforum 1;6020;Innsbruck;;Tirol;0505333-0;0505333/1662;info@btv.at;BTVAAT22XXX;www.btv.at;08.04.1904;5299003ATVTQVPTW4735
;57193;16410;;Aktienbanken;32942w;Bank f�r Tirol und Vorarlberg Aktiengesellschaft;Stadtforum 1;6020;Innsbruck;Stadtforum 1;6020;Innsbruck;;Tirol;0505333-0;0505333/1662;info@btv.at;BTVAAT22XXX;www.btv.at;08.04.1904;5299003ATVTQVPTW4735
Hauptanstalt;264130;34669;KI;Raiffeisen;95196w;Raiffeisenbank Timelkam-Lenzing-Puchkirchen eGen;Pollheimerstr. 1;4850;Timelkam;;;;;Ober�sterreich;07672/95000;07672/9500045232;rb-timelkam@raiffeisen-ooe.at;RZOOAT2L669;www.raiffeisen-ooe.at/timelkam;16.05.1928;5299009TR67CC0B9DH43
Hauptanstalt;264202;34356;KI;Raiffeisen;94138p;Raiffeisenbank Neukirchen an der V�ckla eGen;Hauptstra�e 22;4872;Neukirchen an der V�ckla;;;;;Ober�sterreich;07682/7034;07682/703420;rb-neukirchen-voeckla@raiffeisen-ooe.at;RZOOAT2L356;www.raiffeisen-ooe.at/neukirchen-voeckla;27.12.1892;529900ZI0AWABU5XZ951
Hauptanstalt;266868;39271;KI;Raiffeisen;111132f;Raiffeisenbank Br�ckl-Eberstein-Klein St. Paul-Waisenberg, registrierte Genossenschaft mit beschr�nkter Haftung;Br�ckl;9371;Br�ckl;H�ttenbergerstrasse 1;9371;Br�ckl;;K�rnten;04214 22 23-0;04214 22 23-927101;rb.brueckl@rbgk.raiffeisen.at;RZKTAT2K271;http://www.raiffeisen.at/ktn/brueckl;01.01.1880;529900TTPLPGO1Z7JP55
Hauptanstalt;266914;34560;KI;Raiffeisen;123110w;Raiffeisenbank Region Sierning-Enns eGen;Neustr. 5;4522;Sierning;;;;;Ober�sterreich;07259/2061;05999/34909/43600;office@raiffeisen-sierning-enns.at;RZOOAT2L560;www.raiffeisen-sierning-enns.at;06.03.1892;5299009I080H47W23Y06
Hauptanstalt;266965;34060;KI;Raiffeisen;110979f;Raiffeisenbank Region Braunau eGen;Salzburger Stra�e 4;5280;Braunau am Inn;;;;;Ober�sterreich;07722/82228;07722/8222839;rb-region-braunau@raiffeisen-ooe.at;RZOOAT2L060;www.raiffeisen-ooe.at/region-braunau;27.04.1958;529900ONK58CVJYL2G05
Hauptanstalt;535184;34736;KI;Raiffeisen;94978z;Raiffeisenbank Region Grieskirchen eGen;Ro�markt 11;4710;Grieskirchen;;;;;Ober�sterreich;07248/63511;;rb-grieskirchen@raiffeisen-ooe.at;RZOOAT2L736;www.raiffeisen-ooe.at/region-grieskirchen;05.09.1988;5299005FGMOKS2X2XW30
;259284;33067;;Raiffeisen;126950t;Raiffeisenbezirksbank Oberwart eGen;Wiener Stra�e 5;7400;Oberwart;;;;;Burgenland;03352/32582;03352/325824399;info.33125@raiffeisen-burgenland.at;RLBBAT2E125;www.raiffeisen-oberwart.at;28.10.1961;529900UFR4VRQYMN1D26
;256986;33118;;Raiffeisen;126965p;Raiffeisenbank Seewinkel-Hansag eGen;H�chtlgasse 6;7163;Andau;;;;;Burgenland;02176/2225;02176/222577;info.33002@raiffeisen-burgenland.at;RLBBAT2E002;www.raiffeisen-seewinkel.at;01.01.1912;529900AYE2Y8HPFMXB13
;257613;33063;;Raiffeisen;124790s;Raiffeisenbank Dreil�ndereck Bgld-Nord eGen;Untere Hauptstra�e 36;2425;Nickelsdorf an der Leitha;;;;;Burgenland;02146/2214;02146/221477;info.33038@raiffeisen-burgenland.at;RLBBAT2E038;www.rb-dreil�ndereck.at;01.01.1929;529900R8A17HZU8IB793
;257613;33114;;Raiffeisen;124790s;Raiffeisenbank Dreil�ndereck Bgld-Nord eGen;Untere Hauptstra�e 36;2425;Nickelsdorf an der Leitha;;;;;Burgenland;02146/2214;02146/221477;info.33038@raiffeisen-burgenland.at;RLBBAT2E038;www.rb-dreil�ndereck.at;01.01.1929;529900R8A17HZU8IB793
;258377;32789;;Raiffeisen;76982i;Raiffeisenbank Region Amstetten eGen;Raiffeisenplatz 1;3300;Amstetten;;3300;Amstetten;1;Nieder�sterreich;057212;057212/8070;info.32025@rbam.at;RLNWATWWAMS;www.raiffeisen.at/amstetten;01.01.1934;529900OCFXUE12L42K23
;258750;33028;;Raiffeisen;124747b;Raiffeisenbank Heideboden eGen;Wiener Stra�e 3;7161;St. Andr� bei Frauenkirchen;;;;;Burgenland;02176/2267;02176/226780;info.33090@raiffeisen-burgenland.at;RLBBAT2E090;www.raiffeisen.at/heideboden;22.04.1928;529900T80PQ4745YV426
;258865;32118;;Raiffeisen;109921z;Raiffeisenbank Region Baden eGen;Raiffeisenplatz 1;2500;Baden bei Wien;;2500;Baden/Wien;55;Nieder�sterreich;0502045;0502045/9001;info.32045@rbbaden.at;RLNWATWWBAD;www.rbbaden.at;21.01.1960;529900V3U02PY23N1L13
;267457;37405;;Raiffeisen;63339x;Raiffeisenbank Mittel- und Hinterbregenzerwald eGen;Loco 12;6863;Egg (Vbg.);Loco 12;6863;Egg/Vbg.;;Vorarlberg;05512/2131;05512/2131590;mhb@raiba.at;RVVGAT2B423;raiba-mhb.at;01.01.1894;529900L1D5CYVFE95A28
;69671;44480;;Volksbanken;39405z;Volksbank Salzburg eG;St. Julien-Str. 12;5020;Salzburg;;5021;Salzburg;34;Salzburg;0662/8696;0662/869621;kundenservice@volksbanksalzburg.at;VBOEATWWSAL;www.volksbanksalzburg.at;20.08.1938;529900P1U3D3OR1TG879
;370525;35009;;Raiffeisen;70019w;Raiffeisenbank Salzburger Seenland eGen;Hauptstra�e 52;5201;Seekirchen am Wallersee;;;;;Salzburg;06212/6366;06212/636699;info@rb-seenland.at;RVSAAT2S047;www.raiffeisen.at/sbg/salzburger-seenland;26.10.1924;529900HQQ5B304CEBH51
;281646;35050;;Raiffeisen;53369i;Raiffeisenbank Lungau eGen;Kirchengasse 9;5580;Tamsweg;;;;;Salzburg;05999/35063;05999/35063;info@rb-lungau.at;RVSAAT2S063;www.rb-lungau.at;05.12.1897;529900PN604MO3H4BI83
Hauptanstalt;1643827;20815;KI;Sparkassen;34274d;Steierm�rkische Bank und Sparkassen Aktiengesellschaft;Sparkassenplatz 4;8010;Graz;;8011;Graz;844;Steiermark;050100/36000;050100/936000;info@steiermaerkische.at;STSPAT2GXXX;www.sparkasse.at/steiermaerkische;09.07.1991;549300DVPJYGNF2P7B03
Hauptanstalt;1800035;20228;KI;Sparkassen;38509g;KREMSER BANK UND SPARKASSEN AKTIENGESELLSCHAFT;Ringstra�e 5-7;3500;Krems an der Donau;;3500;Krems/Donau;27;Nieder�sterreich;050100/25500;050100/925500;info@kremserbank.at;SPKDAT21XXX;www.kremserbank.at;12.05.1992;52990080J4AQ0O07WO29
Hauptanstalt;242071;20505;KI;Sparkassen;37695i;Sparkasse der Stadt Kitzb�hel;Bahnhofstra�e 6;6370;Kitzb�hel;;6370;Kitzb�hel;90;Tirol;050100/78600;050100/978600;info@sparkasse-kitzbuehel.at;SPKIAT2KXXX;www.sparkasse.at/kitzbuehel;27.11.1979;5299005F2A4SAXE4PE25
Hauptanstalt;101737;20506;KI;Sparkassen;37729i;Sparkasse Kufstein Tiroler Sparkasse von 1877;Oberer Stadtplatz 1;6330;Kufstein;;6332;Kufstein;20;Tirol;050100/76000;050100/976000;service@sparkasse-kufstein.at;SPKUAT22XXX;www.sparkasse-kufstein.at;03.12.1877;529900PMGP6HWEDQW939
;3404218;11000;;Aktienbanken;150714p;UniCredit Bank Austria AG;Rothschildplatz 1;1020;Wien;;1011;Wien;35;Wien;050505;050505/56155;info@unicreditgroup.at;BKAUATWWXXX;www.bankaustria.at;18.09.1996;D1HEB8VEU6D9M8ZUXG17
;106046;33135;;Raiffeisen;121834v;Raiffeisenlandesbank Burgenland und Revisionsverband eGen;Friedrich Wilhelm Raiffeisen-Stra�e 1;7000;Eisenstadt;;7001;Eisenstadt;96;Burgenland;02682/691;02682/691279;info.rlbb@raiffeisen-burgenland.at;RLBBAT2EXXX;www.raiffeisen.at/bgld/rlb-bgld;09.06.1928;529900VUMWR5RIA1I644
;53767;60000;;Aktienbanken;205340x;BAWAG P.S.K. Bank f�r Arbeit und Wirtschaft und �sterreichische Postsparkasse Aktiengesellschaft;Wiedner G�rtel 11;1100;Wien;;;;;Wien;059905;059905/22840;office@bawaggroup.com;BAWAATWWXXX;https://www.bawag.at/;01.01.1922;529900ICA8XQYGIKR372
;53767;14900;;Aktienbanken;205340x;BAWAG P.S.K. Bank f�r Arbeit und Wirtschaft und �sterreichische Postsparkasse Aktiengesellschaft;Wiedner G�rtel 11;1100;Wien;;;;;Wien;059905;059905/22840;office@bawaggroup.com;BAWAATWWXXX;https://www.bawag.at/;01.01.1922;529900ICA8XQYGIKR372
;5171741;42750;;Volksbanken;211524s;VOLKSBANK WIEN AG;Dietrichgasse 25;1030;Wien;;;;;Wien;01/40137;01/401377600;mail@volksbankwien.at;VBOEATWWXXX;www.volksbankwien.at;19.06.2001;529900D4CD6DIB3CI904
;83470;43210;;Volksbanken;352685f;Volksbank Ober�sterreich AG;Pfarrgasse 5;4600;Wels;Pfarrgasse 5;4600;Wels;;Ober�sterreich;07242/495;07242/49597;office@vb-ooe.at;VBOEATWWOOE;www.vb-ooe.at;07.09.2010;5299002O43DCLC2NJV75
;106046;33035;;Raiffeisen;121834v;Raiffeisenlandesbank Burgenland und Revisionsverband eGen;Friedrich Wilhelm Raiffeisen-Stra�e 1;7000;Eisenstadt;;7001;Eisenstadt;96;Burgenland;02682/691;02682/691279;info.rlbb@raiffeisen-burgenland.at;RLBBAT2EXXX;www.raiffeisen.at/bgld/rlb-bgld;09.06.1928;529900VUMWR5RIA1I644
Hauptanstalt;259640;36218;KI;Raiffeisen;39846y;Raiffeisen Regionalbank Achensee eGen;Dorfstra�e 38;6212;Maurach;;;;;Tirol;05243/5286-0;05243/5286/69490;info@raiffeisen-achensee.at;RZTIAT22218;www.raiffeisen.at/achensee;01.01.1903;5299008X2NKH3ND4EX77
Hauptanstalt;260983;36245;KI;Raiffeisen;39375f;Raiffeisenbank Wilder Kaiser - Brixental West eGen;Brixentalerstra�e 15;6361;Hopfgarten;;;;;Tirol;05335/2242;05335/224257030;info@rb-wb.at;RZTIAT22245;www.rb-wilderkaiserbrixental.at;01.01.1894;529900VO5UQH96VLTA87
Hauptanstalt;261025;34100;KI;Raiffeisen;77923v;Raiffeisenbank Feldkirchen-Goldw�rth eGen;Hauptstr. 2;4101;Feldkirchen an der Donau;;;;;Ober�sterreich;07233/6377;07233/637735;rb-feldkirchen@raiffeisen-ooe.at;RZOOAT2L100;www.raiffeisen-ooe.at/feldkirchen-goldwoerth;19.03.1906;529900K1JBMMT2QTSF23
Hauptanstalt;261033;36332;KI;Raiffeisen;39041p;Raiffeisenkasse Stumm, Stummerberg und Umgebung registrierte Genossenschaft mit beschr�nkter Haftung;Dorfstra�e 17;6275;Stumm;;;;;Tirol;05283/2267;05283/226734;raika.stumm@rbgt.raiffeisen.at;RZTIAT22332;www.raiffeisen.at/stumm;16.04.1899;5299003XVYDWYG79FM37
Hauptanstalt;261076;36333;KI;Raiffeisen;40045s;Raiffeisenbank Tannheimertal eGen;H�f 35;6675;Tannheim;;;;;Tirol;05675/6226-0;05999/36888/49190;raiba.tannheimertal@rbgt.raiffeisen.at;RZTIAT22333;www.rb-tannheimertal.at;28.02.1906;52990049GGPZL58BKE94
;256994;38372;;Raiffeisen;59013i;Raiffeisenbank Region Gleisdorf-Pischelsdorf eGen;Florianiplatz 18-19;8200;Gleisdorf;Florianiplatz 18-19;8200;Gleisdorf;;Steiermark;+4331122542;03112/2542500;maria.zuber@wirsindbank.at;RZSTAT2G103;www.wirsindbank.at;07.08.1921;529900Y5NUIF87YASP37
;257672;38010;;Raiffeisen;46724m;Raiffeisenbank Weiz-Anger eGen;Kapruner Generator Stra�e 10;8160;Weiz;;;;;Steiermark;03172/2768;03172/6430;info.38187@rb-38187.raiffeisen.at;RZSTAT2G187;www.rb-weiz-anger.at;08.09.1897;5299000OBYTT24O0ST84
Hauptanstalt;80594;36000;KI;Raiffeisen;223624i;Raiffeisen-Landesbank Tirol AG;Steinbockallee 29;6063;Rum;;6021;Innsbruck;543;Tirol;0512/5305;0512/530512011;info@rlb-tirol.at;RZTIAT22XXX;www.rlb-tirol.at;24.05.2002;5299005OACOC1C1OFJ11
Hauptanstalt;256676;38001;KI;Raiffeisen;83066g;Raiffeisenbank Admont eGen;Hauptstra�e 33;8911;Admont;;;;;Steiermark;03613/2132-0;;office@raiffeisen-admont.at;RZSTAT2G001;www.raiffeisen-admont.at;28.07.1908;529900I9XKNZO8RZJ778
Hauptanstalt;256684;38186;KI;Raiffeisen;83565s;Raiffeisenbank M�rztal eGen;Grazer Stra�e 19;8680;M�rzzuschlag;;;;;Steiermark;03852/2658110;03852/265811030;info.38186@rbmuerztal.at;RZSTAT2G186;www.raiffeisen.at/stmk/muerztal;19.01.1919;529900FS1NI3QY3KFM24
Hauptanstalt;256722;38023;KI;Raiffeisen;53624i;Raiffeisenbank Oststeiermark Nord eGen;Raiffeisenplatz 200;8225;P�llau bei Hartberg;;;;;Steiermark;+43 3335 48800;+43 3335 48800 805;info@dieraiffeisenbank.at;RZSTAT2G023;www.dieraiffeisenbank.at;03.02.1903;5299006SI21AP8AO6N63
Hauptanstalt;257087;33014;KI;Raiffeisen;124934b;Raiffeisenbank Dra�markt-Kobersdorf-St. Martin eGen;Hauptstra�e 29;7372;Dra�markt;;7372;Dra�markt;1;Burgenland;02617/2251;02617/225131;info.33014@raiffeisen-burgenland.at;RLBBAT2E014;www.raiffeisen.at/drassmarkt;14.03.1924;529900BKH5J6E9QK3O80
Hauptanstalt;257125;33027;KI;Raiffeisen;122891y;Raiffeisen Regionalbank G�ssing-Jennersdorf eGen;Hauptstra�e 3;7540;G�ssing;;7540;G�ssing;139;Burgenland;05/7540;05/7540 120;info.33027@raiffeisen-burgenland.at;RLBBAT2E027;www.raiffeisen.at/guessing;01.01.1923;529900XW859RR8KRJQ73
Hauptanstalt;258377;32025;KI;Raiffeisen;76982i;Raiffeisenbank Region Amstetten eGen;Raiffeisenplatz 1;3300;Amstetten;;3300;Amstetten;1;Nieder�sterreich;057212;057212/8070;info.32025@rbam.at;RLNWATWWAMS;www.raiffeisen.at/amstetten;01.01.1934;529900OCFXUE12L42K23
Hauptanstalt;258458;33072;KI;Raiffeisen;126664x;Raiffeisenbank Region Parndorf eGen;Hauptstra�e 63;7111;Parndorf;Hauptstra�e 63;7111;Parndorf;;Burgenland;02166/2251;02166/225120;info.33072@raiffeisen-burgenland.at;RLBBAT2E072;www.raiffeisen.at/parndorf;11.05.1924;529900EWQDZH4T7BC218
Hauptanstalt;261149;36248;KI;Raiffeisen;41386m;Raiffeisenbank Arlberg Silvretta eGen;Dorfstra�e 24;6580;St. Anton am Arlberg;;;;;Tirol;05446/2321-0;05446/2321-71299;info@arlberg-silvretta.at;RZTIAT22248;www.arlberg-silvretta.at;12.02.1911;529900YRK4IO35RLYM24
Hauptanstalt;182389;19510;KI;Aktienbanken;58966s;Z�rcher Kantonalbank �sterreich AG;Getreidegasse 10;5020;Salzburg;;5010;Salzburg;16;Salzburg;0662/80480;0662/8048333;info@zkb-oe.at;PIAGAT2SXXX;www.zkb-oe.at;14.10.1885;5299002L43LDQEB70L32
Hauptanstalt;189448;18170;;;128283b;KA Finanz AG;Taborstra�e 1-3;1020;Wien;;;;;Wien;;;;OKOMATWWXXX;;03.10.1958;6I8315LJQXS02XDL2V84
Hauptanstalt;240745;20833;KI;Sparkassen;238688m;Sparkasse P�llau AG;Hauptplatz 2;8225;P�llau;;;;;Steiermark;050100/37431;050100/937400;info@poellau.sparkasse.at;SPPLAT21XXX;www.sparkasse-poellau.at;21.08.2003;529900XW4Z6DFWK42X08
Hauptanstalt;256765;38460;KI;Raiffeisen;73487w;Raiffeisenbank Leoben-Bruck eGen;Grazerstra�e 63;8605;Kapfenberg;;;;;Steiermark;050460;050460/910;info.38460@rblb.at;RZSTAT2G460;www.rblb.at;01.01.1899;529900GC5ZDA0LHHIK36
Hauptanstalt;256781;38043;KI;Raiffeisen;59660k;Raiffeisenbank Schilcherland eGen;Raiffeisenstra�e 1;8530;Deutschlandsberg;;;;;Steiermark;03462/2401;03462/240145;info.38043@rb-deutschlandsberg.at;RZSTAT2G043;www.rb-deutschlandsberg.at;24.05.1931;5299005Z1TY1BALSWA53
Hauptanstalt;257150;38111;KI;Raiffeisen;47006b;Raiffeisenbank Gratkorn eGen;Grazer Stra�e 5;8101;Gratkorn;;;;;Steiermark;03124/22227;03124/2222733;info.38111@rbgratkorn.at;RZSTAT2G111;www.rbgratkorn.at;09.08.1896;529900R2QL3C2AINYG94
Hauptanstalt;257249;38113;KI;Raiffeisen;82869t;Raiffeisenbank Schladming-Gr�bming eGen;Hauptstra�e 279;8962;Gr�bming;Hauptstra�e 279;8962;Gr�bming;;Steiermark;+43 3685 22234;+43 3685 22234-207;info.38113@38113.at;RZSTAT2G113;www.raiffeisen.at/schladming-groebming;01.01.1902;529900OB49JFT03YO325
Hauptanstalt;258598;33078;KI;Raiffeisen;124715f;Raiffeisenbank Purbach eGen;Hauptgasse 19;7083;Purbach am Neusiedlersee;;;;;Burgenland;02683/7036;02683/703620;info.33078@raiffeisen-burgenland.at;RLBBAT2E078;www.raiffeisen.at/purbach;30.06.1927;5299007BZWKYYR5NCU63
Hauptanstalt;261173;34111;KI;Raiffeisen;78373f;Raiffeisenbank Region Gallneukirchen eGen;Reichenauerstr. 6-8;4210;Gallneukirchen;;;;;Ober�sterreich;07235/62320;07235/6232031830;rb-region-gallneukirchen@raiffeisen-ooe.at;RZOOAT2L111;www.raiffeisen-ooe.at/gallneukirchen;27.11.1898;529900RK0V6Z8BYXRO14
Hauptanstalt;261181;32322;KI;Raiffeisen;57796w;Raiffeisenbank Hollabrunn eGen;Raiffeisenplatz 1;2020;Hollabrunn;;;;;Nieder�sterreich;02952/2822;02952/282220;info.32322@rbhl.at;RLNWATW1322;www.rbhl.at;25.03.1962;529900IJ7KCTOTCIET29
Hauptanstalt;261270;34113;KI;Raiffeisen;94721x;Raiffeisenbank Gampern eGen;Hauptstra�e 16;4851;Gampern;Hauptstra�e 16;4851;Gampern;;Ober�sterreich;07682/8014;07682/801432131;rb-gampern@raiffeisen-ooe.at;RZOOAT2L113;www.raiffeisen-ooe.at/gampern;07.08.1892;52990034MAUYMF1FE979
Hauptanstalt;256811;38056;KI;Raiffeisen;59179d;Raiffeisenbank S�d-Weststeiermark eGen;Oberer Markt 9;8551;Wies (Stmk.);;;;;Steiermark;03465/22030;03465/2203340;info.38056@rb-38056.raiffeisen.at;RZSTAT2G056;www.raiffeisen.at/sued-weststeiermark;10.05.1910;529900S7RDLH962SLR89
Hauptanstalt;256820;38071;KI;Raiffeisen;53892d;Raiffeisenbank Region Fehring eGen;Fehring;8350;Fehring;;;;;Steiermark;03155/2257;03155/2257-100;office@meinebank.cc;RZSTAT2G071;www.meinebank.cc;24.07.1898;529900G6PA459NC9MA06
Hauptanstalt;257427;38128;KI;Raiffeisen;53976b;Raiffeisenbank Halbenrain-Tieschen eGen;Halbenrain 125;8492;Halbenrain;;;;;Steiermark;03476/2219;03476/3460;info@rbhalbenrain.at;RZSTAT2G128;www.raiffeisen.at/halbenrain;27.02.1900;529900D1FI4DQ72ET718
Hauptanstalt;257451;38129;KI;Raiffeisen;82851s;Raiffeisenbank Mariazellerland eGen;Hauptplatz 1;8630;Mariazell;;8630;Mariazell;5;Steiermark;03882/2322;03882/232229;info.38129@rb-mariazellerland.at;RZSTAT2G129;www.raiffeisen.at/mariazellerland;11.02.1902;529900S2OJ5QFB1T2N70
Hauptanstalt;261297;34114;KI;Raiffeisen;120922b;Raiffeisenbank Steyr eGen;Bergerweg 1;4400;Steyr;;;;;Ober�sterreich;07252/48484;07252/4848449255;office@rb-steyr.at;RZOOAT2L114;www.rb-steyr.at;14.05.1928;529900GEAFEARYCL2131
Hauptanstalt;90760;45710;KI;Volksbanken;58848t;VOLKSBANK VORARLBERG e. Gen.;Ringstra�e 27;6830;Rankweil;;6830;Rankweil;1;Vorarlberg;050882/8000;050882/8009;volksbank@vvb.at;VBOEATWWVBG;www.volksbank-vorarlberg.at;01.01.1888;529900Z809LC9QNOR649
Hauptanstalt;92061;18130;KI;Volksbanken;129209p;�sterreichische �rzte- und Apothekerbank AG;Spitalgasse 31;1090;Wien;;1016;Wien;31;Wien;+43 (0)504243;+43 (0)504243 -190;info@apobank.at;BWFBATW1XXX;www.apobank.at;28.10.1914;529900X1F1MUXHHDIV43
Hauptanstalt;197017;38367;KI;Raiffeisen;59147g;Raiffeisenbank Graz-St. Peter eGen;St. Peter Hauptstr. 55;8042;Graz-St. Peter;;8042;Graz-St.Peter;5;Steiermark;0316/4699;0316/4699600;info@meinebank.at;RZSTAT2G367;www.meinebank.at;25.05.1930;529900EE7UGTSIXNVP60
;5171741;43600;;Volksbanken;211524s;VOLKSBANK WIEN AG;Dietrichgasse 25;1030;Wien;;;;;Wien;01/40137;01/401377600;mail@volksbankwien.at;VBOEATWWXXX;www.volksbankwien.at;19.06.2001;529900D4CD6DIB3CI904
Hauptanstalt;388815;100;KI;OeNB;nullnull;Oesterreichische Nationalbank;Otto-Wagner-Platz 3;1090;Wien;;;;;Wien;01/40420;01/404206696;;NABAATWWXXX;;;5299001Z8JOKGWV5O949
;53767;18190;;Aktienbanken;205340x;BAWAG P.S.K. Bank f�r Arbeit und Wirtschaft und �sterreichische Postsparkasse Aktiengesellschaft;Wiedner G�rtel 11;1100;Wien;;;;;Wien;059905;059905/22840;office@bawaggroup.com;BAWAATWWXXX;https://www.bawag.at/;01.01.1922;529900ICA8XQYGIKR372
;262803;32679;;Raiffeisen;77781i;Raiffeisenbank Region Schallaburg eGen;Linzer Stra�e 6;3382;Loosdorf/ Bez. Melk;Linzer Stra�e 6;3382;Loosdorf;;Nieder�sterreich;0502477;0502477/9910;info.32477@rbrs.at;RLNWATW1477;www.rbrs.at;02.11.1892;5299000DNBTCYOMV1W76
;262803;32455;;Raiffeisen;77781i;Raiffeisenbank Region Schallaburg eGen;Linzer Stra�e 6;3382;Loosdorf/ Bez. Melk;Linzer Stra�e 6;3382;Loosdorf;;Nieder�sterreich;0502477;0502477/9910;info.32477@rbrs.at;RLNWATW1477;www.rbrs.at;02.11.1892;5299000DNBTCYOMV1W76
Hauptanstalt;17884578;44770;KI;Volksbanken;421966p;Volksbank Steiermark AG;Schmiedgasse 31;8010;Graz;;;;;Steiermark;050901;;dion@volksbank-stmk.at;VBOEATWWGRA;www.volksbank-stmk.at;02.09.2014;529900AB1TM69EG83E75
;17884578;42320;;Volksbanken;421966p;Volksbank Steiermark AG;Schmiedgasse 31;8010;Graz;;;;;Steiermark;050901;;dion@volksbank-stmk.at;VBOEATWWGRA;www.volksbank-stmk.at;02.09.2014;529900AB1TM69EG83E75
;17884578;44810;;Volksbanken;421966p;Volksbank Steiermark AG;Schmiedgasse 31;8010;Graz;;;;;Steiermark;050901;;dion@volksbank-stmk.at;VBOEATWWGRA;www.volksbank-stmk.at;02.09.2014;529900AB1TM69EG83E75
;285935;36374;;Raiffeisen;41360z;Raiffeisenbank Sillian eGen;Marktplatz 10;9920;Sillian;;;;;Tirol;04842/6331;05999/36888/52099;raiffeisen@banksillian.at;RZTIAT22368;www.raiffeisenbank-sillian.at;01.01.1897;529900P3CZ7LEADT4B05
;285935;36387;;Raiffeisen;41360z;Raiffeisenbank Sillian eGen;Marktplatz 10;9920;Sillian;;;;;Tirol;04842/6331;05999/36888/52099;raiffeisen@banksillian.at;RZTIAT22368;www.raiffeisenbank-sillian.at;01.01.1897;529900P3CZ7LEADT4B05
;370525;35109;;Raiffeisen;70019w;Raiffeisenbank Salzburger Seenland eGen;Hauptstra�e 52;5201;Seekirchen am Wallersee;;;;;Salzburg;06212/6366;06212/636699;info@rb-seenland.at;RVSAAT2S047;www.raiffeisen.at/sbg/salzburger-seenland;26.10.1924;529900HQQ5B304CEBH51
;261670;34430;;Raiffeisen;94301d;Raiffeisenbank Gunskirchen eGen;Raiffeisenplatz 1;4623;Gunskirchen;;;;;Ober�sterreich;07246/7411;05999/34909/33108;rb-gunskirchen@raiffeisen-ooe.at;RZOOAT2L129;www.raiffeisen-ooe.at/gunskirchen;17.04.1898;529900E0PUOWI7LOPP89
;263494;34233;;Raiffeisen;120863s;Raiffeisenbank Region Kirchdorf eGen;Garnisonstra�e 1;4560;Kirchdorf an der Krems;;;;;Ober�sterreich;07582/62842;07582/6284237738;office@rbregionkirchdorf.at;RZOOAT2L380;www.rbregionkirchdorf.at;01.08.1909;529900YTBQ5AY4TZKS87
;263494;34427;;Raiffeisen;120863s;Raiffeisenbank Region Kirchdorf eGen;Garnisonstra�e 1;4560;Kirchdorf an der Krems;;;;;Ober�sterreich;07582/62842;07582/6284237738;office@rbregionkirchdorf.at;RZOOAT2L380;www.rbregionkirchdorf.at;01.08.1909;529900YTBQ5AY4TZKS87
;325317;35130;;Raiffeisen;68161m;Raiffeisenbank Flachgau Nord eGen;Hauptstr.3;5112;Lamprechtshausen;;;;;Salzburg;06274/4040;06274/4040-590;info@fn.raiffeisen.at;RVSAAT2S030;www.raiffeisen.at/sbg/flachgaunord;16.05.1920;529900351GPS9WXA2C05
;370525;35147;;Raiffeisen;70019w;Raiffeisenbank Salzburger Seenland eGen;Hauptstra�e 52;5201;Seekirchen am Wallersee;;;;;Salzburg;06212/6366;06212/636699;info@rb-seenland.at;RVSAAT2S047;www.raiffeisen.at/sbg/salzburger-seenland;26.10.1924;529900HQQ5B304CEBH51
;371009;35160;;Raiffeisen;68225g;Raiffeisenbank St. Martin-Lofer-Wei�bach eGen;St. Martin Nr.7;5092;St. Martin bei Lofer;;;;;Salzburg;06588/8000;06588/800053;info@sanktmartin.raiffeisen.at;RVSAAT2S060;www.sanktmartin.raiffeisen.at;01.01.1896;5299006QOEXB5SXL4028
;371467;35164;;Raiffeisen;70746p;Raiffeisenbank Taxenbach eGen;Raiffeisenstr.1;5660;Taxenbach;;;;;Salzburg;06543/5227;06543/522733;info@taxenbach.raiffeisen.at;RVSAAT2S064;www.taxenbach.raiffeisen.at;12.12.1889;529900L2BWCD9XBNJL68
